surface,file,selector,layer,action,risks,background,position,z_index,isolation,overflow,opacity,backdrop_filter,height
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,".brand, .terminalCard",card,conservar,,"radial-gradient(circle at 50% 0%, rgba(255, 230, 178, calc(var(--prisma-pos-shell-brand-glow, 0.22) * 0.42)), transparent 46%), linear-gradient(180deg, rgba(255,255,255,0.075), rgba(255,255,255,0.026))",,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,".navItem, .navPrimary, .navActive",navigation,conservar_con_cuidado,glass/backdrop-filter,,,,,,,"blur(calc(var(--prisma-pos-shell-sidebar-blur, 28px) * 0.46)) saturate(1.1)",
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.navActive,navigation,conservar_con_cuidado,,,,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.header,unknown,conservar,glass/backdrop-filter,"radial-gradient(circle at 78% 0%, rgba(245, 209, 131, calc(var(--prisma-pos-shell-bloom-opacity, 0.18) * 0.28)), transparent 38%), linear-gradient(135deg, rgba(11, 23, 37, var(--prisma-pos-shell-header-opacity, 0.76)), rgba(7, 14, 24, calc(var(--prisma-pos-shell-header-opacity, 0.76) - 0.08)))",,,,,,"blur(var(--prisma-pos-shell-header-blur, 24px)) saturate(1.16)",
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.headerIconButton,unknown,conservar,background activo,"linear-gradient(180deg, rgba(255,255,255,0.10), rgba(255,255,255,0.035))",,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.content,viewport,conservar,z-index:1,,relative,1,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.content::before,viewport,conservar,position:absolute; opacity:0.74,"linear-gradient(90deg, transparent, rgba(245, 209, 131, calc(var(--prisma-pos-shell-bloom-opacity, 0.18) * 0.22)), transparent)",absolute,,,,0.74,,130px
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.shell::before,shell,conservar,,,,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,".navActive, .brandMark",navigation,conservar_con_cuidado,,,,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,".brand:hover .brandMark, .navActive:hover",navigation,conservar_con_cuidado,,,,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,from,unknown,conservar,opacity:0.72,,,,,,0.72,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,to,unknown,conservar,,,,,,,1,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,".shell::before, .shell::after, .brandMark, .navActive",shell,conservar,,,,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,"[data-theme=""prisma-light""] .shell",shell,conservar,,"radial-gradient(circle at 18% -8%, rgba(214, 168, 74, 0.20), transparent 34%), linear-gradient(135deg, #f7f5f0 0%, #eef5fb 52%, #fbf8ef 100%)",,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,"[data-theme=""prisma-light""] .shell::after",shell,conservar,opacity:0.42,,,,,,0.42,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,/* PRISMA_POS_VISUAL_SHELL_ATMOSPHERE_LOCK_260503_END */ /* PRISMA_POS_VISUAL_FORCE_LOCK_260503_BEGIN Emergency visible lock: make shell atmosphere clearly observable on /pos. */ .shell,background,conservar,isolation:isolate !important,"radial-gradient(circle at 18% -8%, rgba(255, 217, 143, 0.26), transparent 30%), radial-gradient(circle at 88% 8%, rgba(61, 133, 255, 0.18), transparent 36%), radial-gradient(circle at 48% 110%, rgba(232, 189, 103, 0.13), transparent 36%), linear-gradient(135deg, #010611 0%, #071427 44%, #02060e 100%) !important",relative !important,,isolate !important,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.shell::before,shell,conservar,z-index:0 !important; opacity:0.98 !important,"radial-gradient(ellipse at 18% 0%, rgba(255, 225, 158, 0.20), transparent 48%), radial-gradient(ellipse at 78% 18%, rgba(74, 144, 255, 0.13), transparent 44%) !important",fixed !important,0 !important,,,0.98 !important,,48vh !important
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.shell::after,shell,conservar,z-index:0 !important; opacity:0.82 !important,"linear-gradient(90deg, rgba(255,255,255,0.018) 1px, transparent 1px), linear-gradient(180deg, rgba(255,255,255,0.014) 1px, transparent 1px), radial-gradient(circle at 50% 50%, transparent 0%, transparent 54%, rgba(0,0,0,0.52) 100%) !important",fixed !important,0 !important,,,0.82 !important,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,".sidebar, .header, .content",navigation,conservar_con_cuidado,z-index:1 !important,,relative !important,1 !important,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.sidebar,navigation,conservar_con_cuidado,glass/backdrop-filter,"radial-gradient(circle at 50% -2%, rgba(255, 225, 158, 0.26), transparent 34%), linear-gradient(180deg, rgba(8, 18, 31, 0.92), rgba(2, 6, 12, 0.97)) !important",,,,,,blur(34px) saturate(1.2) !important,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,".brand, .terminalCard",card,conservar,,"radial-gradient(circle at 50% 0%, rgba(255, 229, 168, 0.24), transparent 42%), linear-gradient(180deg, rgba(255,255,255,0.095), rgba(255,255,255,0.028)) !important",,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.navActive,navigation,conservar_con_cuidado,,"radial-gradient(circle at 0% 50%, rgba(255, 226, 170, 0.30), transparent 36%), linear-gradient(90deg, rgba(255, 226, 170, 0.18), rgba(255,255,255,0.055)) !important",,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.header,unknown,conservar,glass/backdrop-filter,"radial-gradient(circle at 82% 0%, rgba(255, 225, 158, 0.18), transparent 42%), linear-gradient(135deg, rgba(10, 22, 38, 0.90), rgba(3, 8, 15, 0.86)) !important",,,,,,blur(32px) saturate(1.2) !important,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.content,viewport,conservar,,,,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.content::before,viewport,conservar,opacity:1 !important,"linear-gradient(90deg, transparent, rgba(255, 225, 158, 0.12), transparent) !important",absolute !important,,,,1 !important,,150px !important
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,.shell::before,shell,conservar,,,,,,,,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,from,unknown,conservar,opacity:0.78,,,,,,0.78,,
tablet,tools/prisma-pos-visual-control/backups/dom_alignment_lock_20260502_232717/products/tablet/app/components/tablet-shell/prisma-tablet-shell.module.css,to,unknown,conservar,,,,,,,1,,
unknown,styles/prisma-visual-os/prisma-light-operational-pos.tokens.00p.css,":root,[data-prisma-preset=""PRISMA_LIGHT_OPERATIONAL_POS""]",page-surface,conservar,,,,,,,,,
unknown,styles/prisma-visual-os/prisma-light-operational-pos.tokens.00p.css,.prisma-light-shell,shell,conservar,,"radial-gradient(circle at 40% 0%,rgba(21,87,255,.07),transparent 35%),var(--pvo-light-app-bg)",,,,,,,
unknown,styles/prisma-visual-os/prisma-light-operational-pos.tokens.00p.css,.prisma-light-panel,panel,conservar,background activo,var(--pvo-light-surface),,,,,,,
unknown,styles/prisma-visual-os/prisma-light-operational-pos.tokens.00p.css,.prisma-light-cta,fx,conservar,background activo,"linear-gradient(135deg,var(--pvo-light-brand-primary),var(--pvo-light-brand-primary-dark))",,,,,,,
unknown,styles/prisma-visual-os/prisma-light-operational-pos.tokens.00p.css,.prisma-light-focus:focus-visible,fx,conservar,,,,,,,,,
unknown,styles/prisma-visual-os/prisma-visual-controls.generated.css,"/* PRISMA Visual OS 00E - generated from config/prisma-visual-os/prisma-visual-controls.active.json. Regenerate with: node tools/prisma-visual-os/generate_prisma_visual_os_controls_00e.mjs */ :root, [data-prisma-vos-runtime=""00E""]",page-surface,conservar,,,,,,,,,
unknown,styles/prisma-visual-os/prisma-visual-controls.generated.css,"[data-prisma-vsurface=""tablet-pos""], [data-prisma-vsurface=""tablet-checkout""], [data-prisma-visual-surface=""tablet-pos""], [data-prisma-visual-surface=""tablet-checkout""]",page-surface,conservar,,,,,,,,,
unknown,styles/prisma-visual-os/prisma-visual-controls.generated.css,":root, [data-prisma-vos-runtime=""00E""]",page-surface,conservar,,,,,,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,/* PRISMA Visual OS 00D - Official layer CSS bridge. This file defines layer variables and safe utility hooks. Product CSS opts in using data-prisma-layer or surface attributes. */ :root,page-surface,conservar,,,,,,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""background""]",background,conservar,z-index:var(--prisma-vos-layer-background-z),,relative,var(--prisma-vos-layer-background-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""atmosphere""]",background,conservar,z-index:var(--prisma-vos-layer-atmosphere-z),,relative,var(--prisma-vos-layer-atmosphere-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""shell""]",shell,conservar,z-index:var(--prisma-vos-layer-shell-z),,relative,var(--prisma-vos-layer-shell-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""surface""]",page-surface,conservar,z-index:var(--prisma-vos-layer-surface-z),,relative,var(--prisma-vos-layer-surface-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""content""]",viewport,conservar,z-index:var(--prisma-vos-layer-content-z),,relative,var(--prisma-vos-layer-content-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""action""]",unknown,conservar,z-index:var(--prisma-vos-layer-action-z),,relative,var(--prisma-vos-layer-action-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""state""]",unknown,conservar,z-index:var(--prisma-vos-layer-state-z),,relative,var(--prisma-vos-layer-state-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""focus""]",unknown,conservar,z-index:var(--prisma-vos-layer-focus-z),,relative,var(--prisma-vos-layer-focus-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""overlay""]",overlay,conservar_con_cuidado,z-index:var(--prisma-vos-layer-overlay-z),,relative,var(--prisma-vos-layer-overlay-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-layer=""debug""]",unknown,conservar,z-index:var(--prisma-vos-layer-debug-z),,relative,var(--prisma-vos-layer-debug-z),,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-debug-layers=""true""] [data-prisma-layer]",unknown,conservar,,,,,,,,,
unknown,styles/prisma-visual-os/prisma-visual-layers.css,"[data-prisma-debug-layers=""true""] [data-prisma-layer]::after",unknown,conservar,background activo; position:absolute; z-index:var(--prisma-vos-layer-debug-z),#e8bd67,absolute,var(--prisma-vos-layer-debug-z),,,,,
unknown,products/web/app/app/globals.css,"/* PRISMA_CTX_WEB_EIT_PREMIUM_ICEGLASS_V2 * Drop-in replacement for globals.css. * Scope: visual system only. No routes, data, auth, sync, POS, PC, Mobile, or backend logic. */ :root",page-surface,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,*,unknown,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,"html, body",unknown,conservar,,,,,,,,,100%
unknown,products/web/app/app/globals.css,html,unknown,conservar,background activo,#f4f8ff,,,,,,,
unknown,products/web/app/app/globals.css,body,unknown,conservar,,"radial-gradient(circle at 12% 6%, rgba(18, 103, 255, 0.18), transparent 31rem), radial-gradient(circle at 88% 2%, rgba(111, 226, 255, 0.24), transparent 28rem), radial-gradient(circle at 52% -4%, rgba(7, 20, 38, 0.1), transparent 27rem), linear-gradient(180deg, #ffffff 0%, var(--bg) 46%, var(--bg-2) 100%)",,,,,,,
unknown,products/web/app/app/globals.css,"body::before, body::after",unknown,conservar,position:fixed; z-index:-2,,fixed,-2,,,,,
unknown,products/web/app/app/globals.css,body::before,unknown,conservar,opacity:0.95,"radial-gradient(circle at 22% 22%, rgba(111, 226, 255, 0.16), transparent 24rem), radial-gradient(circle at 80% 16%, rgba(18, 103, 255, 0.12), transparent 28rem), radial-gradient(circle at 50% 92%, rgba(150, 207, 255, 0.18), transparent 34rem)",,,,,0.95,,
unknown,products/web/app/app/globals.css,body::after,unknown,conservar,z-index:-1; opacity:0.32,"linear-gradient(120deg, transparent 16%, rgba(255, 255, 255, 0.48) 28%, transparent 42%), linear-gradient(transparent 0 96%, rgba(18, 103, 255, 0.035) 96% 100%), linear-gradient(90deg, transparent 0 96%, rgba(18, 103, 255, 0.03) 96% 100%)",,-1,,,0.32,,
unknown,products/web/app/app/globals.css,::selection,unknown,conservar,background activo,"rgba(18, 103, 255, 0.82)",,,,,,,
unknown,products/web/app/app/globals.css,"img, svg",unknown,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,.shell,shell,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,.brandbar,unknown,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,.brandmark,unknown,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,.brandmark:focus-visible,unknown,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,.brandmark img,unknown,conservar,,,,,,,,,58px
unknown,products/web/app/app/globals.css,.brandmark span,unknown,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,.brandmark strong,unknown,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,".brandmark small, .brand-status",unknown,conservar,,,,,,,,,
unknown,products/web/app/app/globals.css,.brand-status,unknown,conservar,glass/backdrop-filter,"radial-gradient(circle at 18% 0%, rgba(255, 255, 255, 0.72), transparent 44%), rgba(255, 255, 255, 0.64)",relative,,,,,blur(18px) saturate(1.18),40px
